"dian_yuan_shu","vip_shu","zong_jian_shu","ling_shou_jia_zong_e","zhe_kou_zong_e","vip_shi_ji_xiao_shou_e","ping_jun_wen_du","ke_liu_liang","shi_ji_xiao_shou_zong_e"
"1","0","2","1798.000","0.000","0.000","17","55","1798.000"
"2","3","3","1867.000","97.000","871.000","18","54","1770.000"
"1","0","2","1168.000","351.000","0.000","18","92","817.000"
"1","0","3","1637.000","82.000","0.000","18","49","1555.000"
"1","1","2","1238.000","124.000","1114.000","18","21","1114.000"
"3","1","4","3297.000","159.000","1431.000","18","54","3138.000"
"1","1","1","569.000","29.000","0.000","18","39","540.000"
"1","0","1","999.000","0.000","0.000","18","2","999.000"
"1","1","2","868.000","87.000","781.000","19","37","781.000"
"1","4","11","10472.000","958.000","8615.000","19","35","9514.000"
"1","2","5","2275.000","228.000","1113.000","19","36","2047.000"
"1","1","2","1078.000","108.000","0.000","19","43","970.000"
"2","2","6","3805.000","152.000","359.000","19","48","3653.000"
"1","0","1","639.000","64.000","575.000","19","59","575.000"
"1","0","1","469.000","0.000","0.000","19","34","469.000"
"1","1","1","569.000","57.000","512.000","19","36","512.000"
"1","0","1","539.000","0.000","0.000","19","59","539.000"
"1","2","3","1447.000","44.000","395.000","19","32","1403.000"
"1","1","1","899.000","90.000","809.000","19","10","809.000"
"1","1","3","1837.000","0.000","0.000","20","19","1837.000"
"1","1","3","2307.000","231.000","2076.000","20","23","2076.000"
"2","2","4","2136.000","214.000","1922.000","20","68","1922.000"
"4","3","5","2775.000","318.000","1590.000","20","50","2457.000"
"1","1","2","1308.000","0.000","0.000","20","73","1308.000"
"1","1","3","1937.000","194.000","1743.000","20","51","1743.000"
"2","1","10","4990.000","0.000","0.000","20","34","4990.000"
"1","0","1","499.000","0.000","0.000","20","62","499.000"
"1","2","3","2107.000","57.000","512.000","20","57","2050.000"
"1","0","1","1490.000","0.000","0.000","21","36","1490.000"
"1","1","3","1407.000","40.000","359.000","21","54","1367.000"
"4","3","16","10716.000","431.000","3873.000","21","119","10285.000"
"5","4","10","6181.000","546.000","3451.000","21","159","5635.000"
"3","3","9","8004.000","628.000","5647.000","21","145","7376.000"
"3","1","4","2506.000","54.000","485.000","21","120","2452.000"
"2","3","9","4271.000","428.000","3843.000","21","108","3843.000"
"2","3","7","4974.000","227.000","2041.000","21","82","4747.000"
"1","1","1","899.000","90.000","809.000","21","101","809.000"
"1","1","1","499.000","50.000","449.000","21","64","449.000"
"3","4","7","4723.000","372.000","3343.000","21","18","4351.000"
"1","1","2","2689.000","0.000","0.000","21","13","2689.000"
"1","0","4","2636.000","0.000","0.000","21","40","2636.000"
"1","0","1","899.000","0.000","0.000","21","26","899.000"
"2","2","2","608.000","61.000","547.000","21","86","547.000"
"4","3","9","4821.000","433.000","3889.000","21","123","4388.000"
"3","2","3","1747.000","64.000","575.000","21","167","1683.000"
"3","2","4","2646.000","191.000","1716.000","21","152","2455.000"
"3","2","3","1937.000","104.000","934.000","21","107","1833.000"
"1","1","2","1308.000","0.000","0.000","21","81","1308.000"
"4","4","12","5618.000","153.000","1203.000","21","82","5465.000"
"3","2","4","3097.000","206.000","1853.000","21","58","2891.000"
"3","2","4","3887.000","119.000","1071.000","21","47","3768.000"
"1","1","3","1967.000","197.000","1770.000","21","6","1770.000"
"1","0","1","499.000","0.000","0.000","21","43","499.000"
"1","0","2","1038.000","312.000","0.000","21","49","726.000"
"1","1","1","439.000","0.000","0.000","21","56","439.000"
"4","3","8","5322.000","187.000","1681.000","21","53","5135.000"
"2","2","5","3805.000","324.000","2912.000","21","57","3481.000"
"1","0","1","399.000","0.000","0.000","21","41","399.000"
"1","1","1","539.000","54.000","485.000","21","25","485.000"
"1","1","2","2380.000","238.000","2142.000","21","30","2142.000"
"3","3","4","2436.000","244.000","2192.000","21","35","2192.000"
"2","0","2","1268.000","210.000","0.000","21","47","1058.000"
"1","1","1","899.000","90.000","809.000","21","58","809.000"
"1","1","1","499.000","50.000","449.000","21","45","449.000"
"1","1","1","469.000","47.000","422.000","21","44","422.000"
"1","0","2","1138.000","57.000","0.000","21","33","1081.000"
"1","1","6","3954.000","289.000","1626.000","21","48","3665.000"
"1","0","4","2976.000","702.000","0.000","21","43","2274.000"
"1","0","1","499.000","0.000","0.000","21","41","499.000"
"1","0","2","968.000","0.000","0.000","21","15","968.000"
"1","1","1","1190.000","119.000","0.000","18","0","1071.000"
"1","0","1","539.000","27.000","0.000","18","14","512.000"
"1","0","1","469.000","0.000","0.000","18","38","469.000"
"2","1","5","2515.000","158.000","1419.000","18","57","2357.000"
"2","0","15","10076.000","2895.000","0.000","18","74","7181.000"
"3","3","5","4296.000","340.000","3057.000","18","40","3956.000"
"2","2","3","1437.000","144.000","1293.000","18","63","1293.000"
"1","1","1","539.000","54.000","485.000","18","35","485.000"
"2","2","2","978.000","98.000","880.000","18","45","880.000"
"1","1","1","399.000","40.000","359.000","18","6","359.000"
"1","1","2","198.000","20.000","178.000","11","14","178.000"
"2","2","2","2189.000","50.000","449.000","11","38","2139.000"
"2","3","6","4795.000","191.000","1716.000","11","45","4604.000"
"2","3","5","2375.000","238.000","2137.000","11","29","2137.000"
"2","1","2","938.000","0.000","0.000","11","52","938.000"
"1","1","2","1368.000","0.000","0.000","11","49","1368.000"
"2","1","3","2307.000","137.000","1231.000","11","37","2170.000"
"1","0","1","499.000","0.000","0.000","11","46","499.000"
"2","2","5","3435.000","0.000","0.000","11","62","3435.000"
"1","1","2","1278.000","128.000","1150.000","11","54","1150.000"
"3","3","7","5124.000","429.000","3857.000","9","40","4695.000"
"1","1","4","2436.000","244.000","2192.000","9","37","2192.000"
"1","1","1","1690.000","0.000","0.000","9","33","1690.000"
"1","0","2","1468.000","74.000","0.000","9","42","1394.000"
"2","2","4","3027.000","209.000","1880.000","9","46","2818.000"
"1","0","1","599.000","0.000","0.000","9","27","599.000"
"2","1","4","1616.000","118.000","1059.000","9","76","1498.000"
"2","2","2","838.000","62.000","359.000","9","109","776.000"
"3","1","5","2545.000","94.000","844.000","9","117","2451.000"
"3","2","6","2814.000","181.000","1625.000","9","166","2633.000"
"7","5","14","9998.000","1004.000","4467.000","9","139","8994.000"
"3","2","6","5265.000","320.000","2878.000","9","72","4945.000"
"3","4","14","7627.000","764.000","6863.000","9","74","6863.000"
"1","1","1","439.000","44.000","395.000","9","88","395.000"
"1","1","2","1138.000","114.000","1024.000","9","64","1024.000"
"1","1","3","2167.000","0.000","0.000","13","45","2167.000"
"2","1","6","4005.000","744.000","1431.000","13","65","3261.000"
"3","0","7","3513.000","133.000","0.000","13","43","3380.000"
"2","1","2","1038.000","57.000","512.000","13","139","981.000"
"4","4","6","3865.000","139.000","1250.000","13","144","3726.000"
"5","5","12","5727.000","649.000","5830.000","13","113","5078.000"
"2","1","3","1937.000","0.000","0.000","13","54","1937.000"
"3","3","4","2776.000","178.000","1599.000","13","54","2598.000"
"2","3","2","1438.000","244.000","2193.000","13","56","1194.000"
"2","2","3","1337.000","10.000","89.000","13","38","1327.000"
"1","1","9","6782.000","679.000","6103.000","17","20","6103.000"
"2","2","4","1906.000","191.000","1715.000","17","26","1715.000"
"1","1","2","968.000","97.000","871.000","17","24","871.000"
"2","2","7","3833.000","384.000","3449.000","17","37","3449.000"
"3","3","6","4195.000","320.000","2876.000","17","54","3875.000"
"2","2","4","1776.000","178.000","1598.000","17","44","1598.000"
"1","0","1","869.000","261.000","0.000","17","42","608.000"
"4","3","11","7852.000","1008.000","6069.000","17","40","6844.000"
"1","0","2","1238.000","0.000","0.000","17","34","1238.000"
"1","0","1","399.000","0.000","0.000","17","36","399.000"
"1","1","3","1777.000","178.000","1599.000","17","53","1599.000"
"1","1","1","699.000","70.000","629.000","17","30","629.000"
"2","1","4","2806.000","127.000","1141.000","18","24","2679.000"
"1","1","3","2277.000","228.000","2049.000","18","33","2049.000"
"1","1","5","2185.000","219.000","1966.000","18","51","1966.000"
"2","2","6","3054.000","118.000","1060.000","18","37","2936.000"
"1","0","2","908.000","0.000","0.000","18","35","908.000"
"1","1","4","1876.000","188.000","1688.000","18","32","1688.000"
"3","2","6","4174.000","101.000","512.000","18","37","4073.000"
"1","1","2","1798.000","180.000","1618.000","17","19","1618.000"
"1","1","5","4526.000","209.000","1880.000","17","17","4317.000"
"1","0","1","399.000","0.000","0.000","17","47","399.000"
"4","1","6","3394.000","111.000","997.000","17","49","3283.000"
"3","3","10","6280.000","445.000","2318.000","17","39","5835.000"
"3","2","4","5999.000","351.000","3159.000","17","44","5648.000"
"2","1","4","1436.000","332.000","448.000","17","36","1104.000"
"3","3","3","1837.000","134.000","1204.000","17","48","1703.000"
"1","1","1","869.000","87.000","782.000","17","54","782.000"
"2","0","4","2076.000","82.000","0.000","17","29","1994.000"
"1","1","2","1008.000","0.000","0.000","17","6","1008.000"
"1","2","2","838.000","84.000","754.000","16","22","754.000"
"1","1","3","1807.000","0.000","0.000","16","30","1807.000"
"2","2","3","1737.000","274.000","1463.000","16","50","1463.000"
"2","3","5","4276.000","576.000","3700.000","16","73","3700.000"
"2","2","3","1337.000","111.000","781.000","16","48","1226.000"
"3","1","6","2774.000","249.000","1158.000","16","35","2525.000"
"3","1","3","1897.000","195.000","0.000","16","57","1702.000"
"1","2","8","5393.000","540.000","4853.000","16","30","4853.000"
"1","0","1","639.000","0.000","0.000","18","16","639.000"
"1","1","1","999.000","100.000","899.000","18","24","899.000"
"2","2","4","1916.000","158.000","1419.000","18","44","1758.000"
"1","1","4","1906.000","96.000","0.000","18","50","1810.000"
"1","1","5","2265.000","0.000","0.000","18","44","2265.000"
"3","2","9","4451.000","531.000","781.000","18","76","3920.000"
"1","1","2","968.000","97.000","871.000","18","44","871.000"
"2","1","3","1497.000","350.000","449.000","18","37","1147.000"
"1","1","1","469.000","47.000","422.000","18","38","422.000"
"2","3","8","5013.000","621.000","1293.000","18","68","4392.000"
"1","0","2","798.000","0.000","0.000","18","39","798.000"
"1","1","2","868.000","0.000","0.000","18","18","868.000"
"1","1","2","1298.000","110.000","809.000","20","30","1188.000"
"1","1","1","599.000","60.000","539.000","20","31","539.000"
"1","1","1","899.000","90.000","809.000","20","54","809.000"
"2","2","4","2176.000","44.000","395.000","20","119","2132.000"
"1","1","4","3016.000","302.000","2714.000","20","154","2714.000"
"5","3","6","4665.000","219.000","1970.000","20","197","4446.000"
"2","1","2","1298.000","40.000","359.000","20","151","1258.000"
"3","1","4","2536.000","117.000","1051.000","20","103","2419.000"
"3","2","3","1777.000","44.000","395.000","20","92","1733.000"
"2","2","4","2236.000","174.000","1563.000","20","116","2062.000"
"2","2","10","5540.000","515.000","4626.000","20","57","5025.000"
"1","0","1","739.000","0.000","0.000","20","34","739.000"
"2","3","10","7052.000","706.000","6346.000","20","85","6346.000"
"4","1","5","2275.000","70.000","629.000","20","180","2205.000"
"4","0","5","3556.000","241.000","0.000","20","121","3315.000"
"6","5","13","9559.000","897.000","8063.000","20","143","8662.000"
"3","3","6","3684.000","295.000","2650.000","20","137","3389.000"
"4","2","15","7915.000","635.000","2101.000","20","81","7280.000"
"3","5","6","3034.000","137.000","1230.000","20","76","2897.000"
"3","3","13","7817.000","576.000","5175.000","20","45","7241.000"
"1","1","2","938.000","94.000","844.000","18","17","844.000"
"1","1","3","1737.000","174.000","1563.000","18","11","1563.000"
"1","1","4","2506.000","251.000","2255.000","18","31","2255.000"
"2","1","5","3945.000","723.000","2076.000","18","20","3222.000"
"3","4","5","3175.000","382.000","2294.000","18","48","2793.000"
"2","1","3","3058.000","149.000","1341.000","18","61","2909.000"
"3","3","8","4922.000","275.000","2471.000","18","46","4647.000"
"2","1","2","808.000","37.000","332.000","18","45","771.000"
"1","1","2","898.000","90.000","808.000","18","35","808.000"
"2","2","4","2406.000","468.000","512.000","18","33","1938.000"
"1","0","2","938.000","0.000","0.000","18","35","938.000"
"1","1","5","3266.000","0.000","0.000","18","44","3266.000"
"1","1","2","1078.000","108.000","970.000","16","52","970.000"
"2","2","2","1298.000","90.000","809.000","16","34","1208.000"
"2","1","4","2887.000","130.000","1167.000","16","74","2757.000"
"3","2","5","3765.000","657.000","2619.000","16","30","3108.000"
"2","1","5","2535.000","100.000","898.000","16","22","2435.000"
"2","0","2","1638.000","0.000","0.000","16","42","1638.000"
"2","3","4","3367.000","491.000","665.000","16","44","2876.000"
"2","2","2","1308.000","131.000","1177.000","16","51","1177.000"
"1","1","1","439.000","44.000","395.000","14","36","395.000"
"1","0","1","1390.000","417.000","0.000","14","36","973.000"
"3","2","5","2945.000","218.000","1626.000","14","87","2727.000"
"1","0","1","739.000","0.000","0.000","14","116","739.000"
"1","1","1","469.000","47.000","422.000","14","132","422.000"
"2","2","2","798.000","40.000","359.000","14","141","758.000"
"3","2","6","3504.000","451.000","2674.000","14","124","3053.000"
"3","3","3","1697.000","394.000","844.000","14","83","1303.000"
"2","2","2","1568.000","157.000","1411.000","14","84","1411.000"
"2","1","8","4432.000","457.000","2218.000","14","129","3975.000"
"4","3","14","6676.000","620.000","2361.000","14","51","6056.000"
"1","1","6","5055.000","506.000","4549.000","14","6","4549.000"
"1","1","1","99.000","0.000","0.000","16","18","99.000"
"1","0","2","1068.000","0.000","0.000","16","8","1068.000"
"1","1","2","1398.000","140.000","1258.000","16","26","1258.000"
"1","0","1","499.000","150.000","0.000","16","61","349.000"
"1","1","1","999.000","0.000","0.000","16","30","999.000"
"3","2","4","2116.000","168.000","1509.000","16","49","1948.000"
"2","3","4","2876.000","131.000","1177.000","16","48","2745.000"
"1","0","1","899.000","0.000","0.000","18","16","899.000"
"1","1","1","399.000","40.000","359.000","18","17","359.000"
"1","0","1","369.000","0.000","0.000","18","34","369.000"
"5","2","7","3383.000","191.000","1715.000","18","36","3192.000"
"3","2","9","6202.000","112.000","0.000","18","77","6090.000"
"3","1","5","2975.000","40.000","359.000","18","45","2935.000"
"2","1","5","3947.000","395.000","3552.000","18","35","3552.000"
"1","0","1","899.000","0.000","0.000","18","76","899.000"
"2","1","3","1577.000","111.000","575.000","18","71","1466.000"
"1","0","1","399.000","0.000","0.000","18","54","399.000"
"1","1","1","469.000","47.000","422.000","18","0","422.000"
"1","0","1","399.000","0.000","0.000","18","13","399.000"
"2","2","3","1907.000","70.000","629.000","18","21","1837.000"
"1","1","1","469.000","47.000","422.000","18","25","422.000"
"2","1","2","1608.000","87.000","782.000","18","81","1521.000"
"2","0","4","2136.000","300.000","0.000","18","145","1836.000"
"3","2","5","3475.000","281.000","2525.000","18","166","3194.000"
"3","2","7","5455.000","941.000","449.000","18","198","4514.000"
"1","1","1","469.000","47.000","422.000","18","142","422.000"
"3","1","5","2475.000","74.000","665.000","18","65","2401.000"
"1","1","1","369.000","37.000","332.000","18","86","332.000"
"4","3","16","8554.000","214.000","1921.000","18","86","8340.000"
"3","2","5","2535.000","97.000","449.000","18","61","2438.000"
"2","2","3","1577.000","111.000","997.000","20","25","1466.000"
"1","1","1","399.000","40.000","359.000","20","58","359.000"
"1","1","2","1278.000","0.000","0.000","20","99","1278.000"
"4","0","4","2536.000","210.000","0.000","20","102","2326.000"
